id,remoteId,createdAt,text,pageId
6865,114660265281161_2169836906430143,"2019-03-28 06:34:47","Daimler AG испытывает на российском Дальнем Востоке грузовик с «вечным сцеплением»

Подробнее: https://drom.ru/s/Spm",1
6864,114660265281161_2170062893074211,"2019-03-28 10:50:57","Блог УАЗ Патриот. С востока на юг: зимний перегон Патриота без «головы»

Читайте новый пост на сайте: https://drom.ru/s/JHU",1
6863,114660265281161_2170156726398161,"2019-03-28 12:13:08","Подробно про мотоциклы URAL в Японии + обзор выставки Tokyo Motorcycle Show 2019

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/EFo",1
6862,114660265281161_2170221129725054,"2019-03-28 13:10:04","Авария на кольцевых гонках привела к тому, что болид лишился всех наружных кузовных панелей.",1
6861,114660265281161_2171075946306239,"2019-03-29 02:52:02","Aurus будет участвовать в гонках «24 часа Ле Мана», уже построен болид

Подробнее: https://drom.ru/s/a8U",1
6860,114660265281161_2171135859633581,"2019-03-29 04:01:09","Концепт KIA Mohave Masterpiece намекнул на второе поколение рамного внедорожника

Подробнее: https://drom.ru/s/vFp",1
6859,114660265281161_2171218476291986,"2019-03-29 05:40:22","Как выглядит 16-летняя Corolla с пробегом 1 000 000 км

Фото и подробности: https://drom.ru/s/wyf",1
6858,114660265281161_2171263689620798,"2019-03-29 06:30:37","#объявадня 
Subaru Impreza WRX STI, 2012 год 
1 800 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/doW",1
6857,114660265281161_2171312189615948,"2019-03-29 07:30:22","Как мы ездили на мега-грузовике за 42 000 000 руб.

Читайте на сайте: https://drom.ru/s/Aq8",1
6856,114660265281161_2171449366268897,"2019-03-29 10:07:44","Samsung представил перелицованную версию кроссовера Renault Arkana

Подробнее о новинке: https://drom.ru/s/RuD",1
6855,114660265281161_2172840446129789,"2019-03-30 09:29:54","Hyundai Sonata нового поколения получила турбомотор и гибридную версию

Подробнее: https://drom.ru/s/i6e",1
6854,114660265281161_2172902182790282,"2019-03-30 10:36:45","«GM-АвтоВАЗ» представил штатную мультимедийную систему для Chevrolet Niva

Подробнее: https://drom.ru/s/YpD",1
6853,114660265281161_2173213662759134,"2019-03-30 15:08:07","В Техасе (США) недалеко от границы с Мексикой полицейские подъехали к подозрительному пикапу Ford, стоявшему на обочине. Не успели они выйти из машины, чтобы поговорить с водителем пикапа, как тот дал по газам. Ну а вскоре вскрылась причина, почему он не хотел общаться с полицейскими — машина до отказа «набита» нелегалами из Мексики! Сколько их здесь?",1
7220,114660265281161_2174140482666452,"2019-03-31 06:23:32","Первая в мире Toyota Supra нового поколения с мотором 2JZ-GTE уже дважды горела

Подробнее: https://drom.ru/s/DIt",1
7219,114660265281161_2174284655985368,"2019-03-31 09:06:22","Ателье Hennessey сделало мощный Ford Raptor для Дуэйна «Скалы» Джонсона

Подробнее: https://drom.ru/s/2Yu",1
7218,114660265281161_2174344349312732,"2019-03-31 10:03:32","УАЗ Пикап сняли в роли «папамобиля» в популярном европейском сериале

Подробности и видео: https://drom.ru/s/FP3",1
7217,114660265281161_2174430109304156,"2019-03-31 11:30:41","Honda Jazz нового поколения лишится традиционных двигателей

Подробнее: https://drom.ru/s/Qig",1
7216,114660265281161_2174566099290557,"2019-03-31 13:27:38","В станице Фастовецкой Краснодарского края дорожникам не выделили денег на новый асфальт, но дали на краску для разметки. Пришлось наносить разметку местами прямо по земле.",1
7215,114660265281161_2175362392544261,"2019-04-01 01:47:01","Chery наладит в России производство трёх моделей

Узнайте какие и где: https://drom.ru/s/EDj",1
7214,114660265281161_2175450405868793,"2019-04-01 03:01:04","Инсайдер: Mitsubishi купил у «АвтоВАЗа» лицензию на Весту

Все неподробности: https://drom.ru/s/DEA",1
7213,114660265281161_2175503415863492,"2019-04-01 04:00:59","В краю потерянных судеб

Читайте новые заметки о путешествии: https://drom.ru/s/PUg",1
7212,114660265281161_2175576819189485,"2019-04-01 05:20:05","Тест ржавых вёдер. «Зубило» против «классики»

Читайте на сайте: https://drom.ru/s/PNy",1
7211,114660265281161_2175693252511175,"2019-04-01 07:35:42","УАЗ 469 1984 года: история приобретения и возрождения.

Читайте новый отзыв от автовладельца: https://drom.ru/s/YOs",1
7210,114660265281161_2175739205839913,"2019-04-01 08:31:28","Продавать е-ОСАГО позволят посредникам

Подробнее: https://drom.ru/s/HqB",1
7209,114660265281161_2175821345831699,"2019-04-01 10:01:19","Источник: российский Aurus подает в суд на Rolls-Royce (за дизайн) и на Toyota (за имя)

Деликатные подробности: https://drom.ru/s/7Qf",1
7208,114660265281161_2175890605824773,"2019-04-01 11:01:06","В российских колониях вместо автозаков будут выпускать суперкары

Подробнее: https://drom.ru/s/17Q",1
7207,114660265281161_2176062605807573,"2019-04-01 13:16:11","Китайские строители включили смекалочку — и придумали, как при помощи экскаватора ускорить выравнивание цементной заливки.",1
7206,114660265281161_2176913822389118,"2019-04-02 02:30:14","Aurus запатентовал окончательный облик минивэна Arsenal

Больше изображений: https://drom.ru/s/nVZ",1
7205,114660265281161_2176982715715562,"2019-04-02 03:40:14","УАЗ пообещал представить «Русский Прадо» за 1,5 млн рублей

Подробнее: https://drom.ru/s/Mzx",1
7204,114660265281161_2177035342376966,"2019-04-02 04:38:22","Toyota RAV4 2017 года: на что способен РАВ4 с двигателем 2.0, за что любят Тойоту в России и почему этот кроссовер выглядит как кусок ?

Читайте новый отзыв от автовладельца: https://drom.ru/s/1sg",1
7203,114660265281161_2177109069036260,"2019-04-02 06:01:47","#объявадня 
Maserati GranTurismo, 2009 год 
1 990 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Ytf",1
7202,114660265281161_2177160029031164,"2019-04-02 07:02:11","Кроссовер Hyundai Venue оказался уменьшенной версией Santa Fe

Подробнее: https://drom.ru/s/LpY",1
7201,114660265281161_2177236732356827,"2019-04-02 08:31:37","У Lamborghini не осталось претензий к бренду Aurus

Подробнее: https://drom.ru/s/QUu",1
7200,114660265281161_2177336672346833,"2019-04-02 10:22:12","Автомобили-«глюки» из Голландии и душевный трактор-автодом из России

Читайте новую статью на сайте: https://drom.ru/s/Enj",1
7199,114660265281161_2177606438986523,"2019-04-02 14:07:13","У проекта Кортеж новый руководитель

Подробнее: https://drom.ru/s/RO9",1
7198,114660265281161_2178408165573017,"2019-04-03 03:00:41","Кроссовер Chery Tiggo 8 обновился и обзавёлся новым мотором

Подробнее: https://drom.ru/s/7J5",1
7197,114660265281161_2178468948900272,"2019-04-03 04:09:45","Самые популярные дизели. Топ машин нашего рынка

Смотрите список: https://drom.ru/s/PZT",1
7196,114660265281161_2178538208893346,"2019-04-03 05:32:15","Toyota Alphard 2002 года: почему с таким автомобилем хорошо, если не разобьёшься на первом перекрёстке, на чём ездит вся Америка и Канада и особенности техосмотра зарубежом.

Читайте новый отзыв от автовладельца: https://drom.ru/s/t4A",1
7195,114660265281161_2178682108878956,"2019-04-03 08:06:17","Ford распродаёт машины в России: Focus — от 705 тысяч, Kuga — от 1,3 млн

Подробнее: https://drom.ru/s/KtM",1
7194,114660265281161_2178786135535220,"2019-04-03 09:53:25","Что мы потеряли: представлено новое поколение Ford Kuga

Подробнее о новинке: https://drom.ru/s/eij",1
7193,114660265281161_2178928608854306,"2019-04-03 11:55:04","Пикапы-трудяги против гламурных грузовиков. Тестируем четыре модели

Читайте на сайте: https://drom.ru/s/5iK",1
7192,114660265281161_2179007972179703,"2019-04-03 13:01:12","В китайской армии есть прикольное приспособление, которое позволяет развернуть грузовик буквально на пятачке.",1
7191,114660265281161_2179079945505839,"2019-04-03 13:59:15","Дорожное покрытие в Японии: пример грамотного подхода к строительству дорог

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/ZtQ",1
7190,114660265281161_2179841238763043,"2019-04-04 02:01:46","В Тольятти засняли прототип обновлённой Lada Granta Sport

Все фото: https://drom.ru/s/1eO",1
7189,114660265281161_2179896708757496,"2019-04-04 03:01:07","ГАЗ хотят лишить прав на торговую марку «Победа»

Подробнее: https://drom.ru/s/ykc",1
7188,114660265281161_2179948018752365,"2019-04-04 04:01:28","Путин приехал на открытие завода Mercedes-Benz в Московской области на Аурусе

Подробнее: https://drom.ru/s/jww",1
7187,114660265281161_2180006438746523,"2019-04-04 05:01:32","«Вьетнамские БМВ» запатентовали в России (и это неслучайно)

Подробнее: https://drom.ru/s/KZb",1
7186,114660265281161_2180061855407648,"2019-04-04 06:01:52","Nissan Patrol 2010 года: автомобиль, доставшийся по взаимозачёту, большой расход и транспортный налог и детальный разбор ходовых качеств.

Читайте новый отзыв от автовладельца: https://drom.ru/s/YmI",1
7185,114660265281161_2180112985402535,"2019-04-04 07:02:13","#объявадня 
Mini Roadster, 2013 год 
1 777 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/QaE",1
7184,114660265281161_2180165165397317,"2019-04-04 08:01:54","Бывший цех ЗИЛа стал самым большим дилерским центром Mercedes-Benz в Европе

Подробнее: https://drom.ru/s/r96",1
7183,114660265281161_2180214735392360,"2019-04-04 09:01:50","KIA сделала Панамеру для бедных? Первый тест спортуниверсала ProCeed

Читайте на сайте: https://drom.ru/s/AvQ",1
7182,114660265281161_2180271332053367,"2019-04-04 10:01:15","Как дурят дилеры при продаже нового авто в кредит

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/sPb",1
7181,114660265281161_2180331552047345,"2019-04-04 11:01:06","Ford Puma теперь будет кроссовером: известны детали

Подробнее: https://drom.ru/s/Ewn",1
7180,114660265281161_2180471218700045,"2019-04-04 13:06:41","Новый выпуск ГвоздиShow — на этот раз о технологиях искусственого интеллекта в автомобиле.",1
7179,114660265281161_2181325255281308,"2019-04-05 02:45:54","Chery показала интерьер рестайлингового кроссовера Tiggo 8: всё по-новому 

Больше фото: https://drom.ru/s/Fg9",1
7178,114660265281161_2181403515273482,"2019-04-05 04:01:12","Авторынок в марте: снова плюс!

Новый отчёт уже сайте: https://drom.ru/s/bsO",1
7177,114660265281161_2181479945265839,"2019-04-05 05:01:47","Запас хода электрокаров могут довести до 1000 километров уже через несколько лет

Подробнее: https://drom.ru/s/ZRL",1
7176,114660265281161_2181563688590798,"2019-04-05 06:11:17","Можно ли сейчас ездить с «квадратными» номерами?

Читайте на сайте: https://drom.ru/s/u4I",1
7175,114660265281161_2181622388584928,"2019-04-05 07:02:26","#объявадня 
Москвич 403, 1964 год 
1 370 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/3FX",1
7174,114660265281161_2181690655244768,"2019-04-05 08:01:40","«Нет, это не Subaru». Тест ядреной Toyota Caldina GT-Four

Читайте на сайте: https://drom.ru/s/oqh",1
7173,114660265281161_2181979465215887,"2019-04-05 11:58:04","Bugatti рассказала, чем ее кроссовер будет отличаться от Bentley, Porsche и Audi

Подробности по ссылке: https://drom.ru/s/3Po",1
7172,114660265281161_2182863688460798,"2019-04-06 00:09:54","Начальник ГИБДД Москвы ушёл в отставку (из-за резонансного ДТП)

Подробнее: https://drom.ru/s/rHS",1
7171,114660265281161_2182937051786795,"2019-04-06 01:20:43","В июле выйдет бюджетный кроссовер Renault за 500 тысяч рублей. Но есть нюанс

Подробности по ссылке: https://drom.ru/s/hgL",1
7170,114660265281161_2185042228242944,"2019-04-07 10:30:16","«Побольше лидаров, побольше!»: невесёлые мысли после соревнования беспилотников

Читайте на сайте: https://drom.ru/s/TsG",1
7169,114660265281161_2185213958225771,"2019-04-07 13:09:45","Обзор тестов летних шин сезона-2019: новинки и бюджетные

Читайте по ссылке: https://drom.ru/s/PuT",1
7168,114660265281161_2185277954886038,"2019-04-07 13:59:28","Курение над заправочным пистолетом — это по определению признак сверх-разума.",1
7167,114660265281161_2186128914800942,"2019-04-08 04:13:24","Неудачный перегон Тойоты Короллы. Декабрь 2003 год

Читайте на сайте: https://drom.ru/s/0yP",1
7166,114660265281161_2186209004792933,"2019-04-08 05:45:54","Битва комплектаций. Выбираем оптимальное оснащение компактного кроссовера

Читать: https://drom.ru/s/TES",1
7165,114660265281161_2186276351452865,"2019-04-08 07:12:04","#объявадня 
Toyota GT 86, 2012 год 
1 275 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/o9Y",1
7164,114660265281161_2186526494761184,"2019-04-08 11:39:54","В ГИБДД назвали самые опасные для водителей регионы России

Смотрите по ссылке: https://drom.ru/s/eDU",1
7163,114660265281161_2186580378089129,"2019-04-08 12:30:04","BMW, Daimler AG и Volkswagen заподозрены в картельном сговоре

Подробнее о ситуации: https://drom.ru/s/VJq",1
7162,114660265281161_2186660368081130,"2019-04-08 13:30:24","Можно было подумать, что у водителя заснятого на МКАД Hyundai Vercruz барахлит навигатор, но нет — это наркотики.",1
7161,114660265281161_2187529361327564,"2019-04-09 03:21:56","Супердорогой электрический Мустанг из России: собран первый кузов

Подробнее: https://drom.ru/s/hoT",1
7160,114660265281161_2187620367985130,"2019-04-09 04:56:44","Российский генерал: в воюющей Сирии дороги лучше, чем в мирном Екатеринбурге

Подробнее: https://drom.ru/s/fZQ",1
7159,114660265281161_2187683174645516,"2019-04-09 06:10:35","Audi вывела на российский рынок самую дешёвую версию седана A8

Подробнее: https://drom.ru/s/RMR",1
7158,114660265281161_2187745744639259,"2019-04-09 07:22:54","Три русские мечты: X5, Крузак и Туарег

Сравниваем эти автомобили в нашей новой статье: https://drom.ru/s/HRX",1
7157,114660265281161_2187808017966365,"2019-04-09 08:37:35","С 15 апреля в России подорожают платные дороги

Подробнее: https://drom.ru/s/Hgh",1
7156,114660265281161_2187883327958834,"2019-04-09 09:56:34","В скором времени договор купли-продажи автомобилей станет электронным

Подробнее: https://drom.ru/s/mIb",1
7155,114660265281161_2188062784607555,"2019-04-09 12:41:15","Как будет выглядеть новый бюджетный кроссовер Hyundai Venue — это больше не секрет

Подробнее о новинке: https://drom.ru/s/Lll",1
7154,114660265281161_2188130371267463,"2019-04-09 13:30:38","На Украине своя атмосфера...",1
7153,114660265281161_2188999974513836,"2019-04-10 02:25:24","Lexus представит свою версию Toyota Alphard через неделю

Подробнее: https://drom.ru/s/AZ3",1
7152,114660265281161_2189062711174229,"2019-04-10 03:30:14","Карлос Гон всё-таки рассказал правду «о том, что происходит»

Читайте на сайте: https://drom.ru/s/QaK",1
7151,114660265281161_2189123514501482,"2019-04-10 04:30:23","Volkswagen выкатил на тесты прототип самой мощной модификации Tiguan R

Подробнее: https://drom.ru/s/F8c",1
7150,114660265281161_2189179881162512,"2019-04-10 05:31:42","Как найти хороший шиномонтаж?

Разбираемся в нашем новом материале: https://drom.ru/s/uCn",1
7149,114660265281161_2189225801157920,"2019-04-10 06:30:33","#объявадня 
Porsche Cayenne, 2018 год 
10 300 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Bh7",1
7148,114660265281161_2189276564486177,"2019-04-10 07:30:16","Volkswagen Caravelle 2018 года: первая часть отзыва о том, как автор «дошёл до такой жизни» и купил Фольксваген Каравеллу (да еще и в лизинг) и непосредственно сама история покупки данного авто.

Читайте новый отзыв от автовладельца: https://drom.ru/s/Y7p",1
7147,114660265281161_2189353254478508,"2019-04-10 09:02:02","На ралли-рейде в Аргентине у участников загорелся болид. К счастью, им хватило сноровки быстро покинуть его.",1
7146,114660265281161_2190449614368872,"2019-04-11 02:01:45","Минтранс обвинил регионы в подложной статистике о состоянии дорог

Подробнее: https://drom.ru/s/kER",1
7145,114660265281161_2190515764362257,"2019-04-11 03:00:36","Mercedes-Benz GLS нового поколения готов к дебюту: опубликованы фотографии

Все фото: https://drom.ru/s/6cH",1
7144,114660265281161_2190574234356410,"2019-04-11 04:00:59","Импорт легковых автомобилей в Россию в 2019 году неожиданно обвалился

Подробнее: https://drom.ru/s/nwf",1
7143,114660265281161_2190632691017231,"2019-04-11 05:01:31","Штраф за превышение скорости может увеличиться в шесть раз — инициатива ГИБДД

Подробнее: https://drom.ru/s/Rax",1
7142,114660265281161_2190684761012024,"2019-04-11 06:01:55","Самые крутые авторынки России: «Зеленый угол», Владивосток

Читайте на сайте: https://drom.ru/s/c82",1
7141,114660265281161_2190735724340261,"2019-04-11 07:02:15","Volkswagen Teramont 2018 года: сравнение с Каравеллой, средний расход топлива и кому не подойдёт этот автомобиль.

Читайте новый отзыв от автовладельца: https://drom.ru/s/JhL",1
7140,114660265281161_2191174010963099,"2019-04-11 14:07:00","Поразительное видео из Таиланда: водитель байка только благодаря своей сообразительности избежал участи быть расплющенным 40-футовым морским контейнером.",1
7139,114660265281161_2191926804221153,"2019-04-12 01:32:56","«Русский Прадо»: первые подробности про УАЗ Патриот 2020 года

Читайте на сайте: https://drom.ru/s/xmh",1
7138,114660265281161_2192038680876632,"2019-04-12 03:07:27","Минпромторг рассказал, сколько заказано Сенатов и когда выйдет внедорожник Komendant

https://drom.ru/s/RvQ",1
7137,114660265281161_2192086254205208,"2019-04-12 04:01:01","Русский инженер обвинил шоу с Джереми Кларксоном в плагиате

Подробнее: https://drom.ru/s/vNt",1
7136,114660265281161_2192142230866277,"2019-04-12 05:01:44","Renault рассказала подробности о серийной версии кроссовера Arkana для России

Читайте по ссылке: https://drom.ru/s/f1u",1
7135,114660265281161_2192192817527885,"2019-04-12 06:02:05","В гостях у «дяди Васи». Две Лады и «китаец»: с кем больше проблем?

Читайте на сайте: https://drom.ru/s/B66",1
7134,114660265281161_2192239007523266,"2019-04-12 07:02:19","На чём ездить по Луне? Семь машин у нас над головой

Читайте: https://drom.ru/s/JSa",1
7133,114660265281161_2192286784185155,"2019-04-12 08:01:46","Космический ЗИЛ. Знакомимся с редчайшим вездеходом

https://drom.ru/s/2Tm",1
7132,114660265281161_2192336780846822,"2019-04-12 09:01:53","«АвтоВАЗ» уходит из Европы. Навсегда?

Разбираемся в ситуации: https://drom.ru/s/fBK",1
7131,114660265281161_2192601090820391,"2019-04-12 13:01:04","Общее отношение потребителей к каршерингу: не своё — не жалко. Вот куда нелёгкая завела этот каршеринговый Mercedes-Benz GLA.",1
7130,114660265281161_2193642574049576,"2019-04-13 04:42:15","Медведев утвердил новый порядок внесения изменений в конструкции автомобилей

Подробнее: https://drom.ru/s/U4J",1
7129,114660265281161_2193781634035670,"2019-04-13 07:24:15","Парад Победы 2019 будут принимать на Аурусах. Уже идут репетиции

Подробнее: https://drom.ru/s/ABX",1
7128,114660265281161_2195221947224972,"2019-04-14 06:02:08","Исторический миксер: что происходит с наследием ЗиЛа?

Читайте на сайте: https://drom.ru/s/adx",1
7127,114660265281161_2195557330524767,"2019-04-14 12:04:13","Toyota RAV4 вновь обрела индивидуальность

Читайте наш обзор на сайте: https://drom.ru/s/UPr",1
7126,114660265281161_2195606000519900,"2019-04-14 13:00:59","Западные перегоны 90-х, а также дромовские истории, о космических технологиях и рыбалке

Читайте на сайте: https://drom.ru/s/mdZ",1
7125,114660265281161_2195682387178928,"2019-04-14 13:59:19","Пешеход пошёл на красный и зачем-то остановился. Всё кончилось хорошо, никто не умер, только ушибы и ссадины.",1
7124,114660265281161_2196462577100909,"2019-04-15 02:31:59","Новый Mercedes-Benz GLS: первые фото

Смотрите по ссылке: https://drom.ru/s/jQD",1
7123,114660265281161_2196557157091451,"2019-04-15 04:11:49","Toyota Carina ED 1994 года: история о том, как я пересел с ВАЗ-2115 на машину мечты

Читайте новый отзыв от автовладельца: https://drom.ru/s/Fjd",1
7122,114660265281161_2196767753737058,"2019-04-15 08:16:22","Volkswagen представил электрический кроссовер с трёхрядным салоном

Подробнее о новинке: https://drom.ru/s/GGU",1
7121,114660265281161_2196867413727092,"2019-04-15 09:56:30","С BMW 1-Series сорвали покровы, но пока не до конца

Подробнее: https://drom.ru/s/rZr",1
7120,114660265281161_2196939127053254,"2019-04-15 11:01:23","#объявадня 
Lincoln Continental, 1960 год
4 400 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/PCX",1
7119,114660265281161_2197000783713755,"2019-04-15 12:01:40","Торговля едой с колёс: все плюсы и минусы

Читайте на сайте: https://drom.ru/s/pyO",1
7118,114660265281161_2197148017032365,"2019-04-15 14:02:57","Гаишник поражает своей сдержанностью.",1
7117,114660265281161_2198010190279481,"2019-04-16 04:01:02","СМИ подтвердили, что автомобили Ravon будут собирать на заводе Derways

Подробнее: https://drom.ru/s/Tgp",1
7116,114660265281161_2198076253606208,"2019-04-16 05:01:21","Сколько новых водителей появилось в РФ в 2018 году?

Есть ответ: https://drom.ru/s/fz2",1
7115,114660265281161_2198130186934148,"2019-04-16 06:02:23","Volkswagen представил в Шанхае самый большой кроссовер за всю свою историю

Подробнее о новинке: https://drom.ru/s/JBS",1
7114,114660265281161_2198178033596030,"2019-04-16 07:02:05","«АвтоВАЗ» тихо внёс изменения в комплектацию Лады Гранты

Смотрите полный список: https://drom.ru/s/BoW",1
7113,114660265281161_2198224500258050,"2019-04-16 08:01:32","Скидки на машины по госпрограммам: стоит поторопиться?

Новая статья на сайте: https://drom.ru/s/S6u",1
7112,114660265281161_2198276343586199,"2019-04-16 09:01:58","Из Удмуртии в Горный Алтай на автодоме Mercedes-Benz Zetros. Сентябрь 2017

Читайте по ссылке: https://drom.ru/s/LaR",1
7111,114660265281161_2198412080239292,"2019-04-16 11:19:49","В Шанхае дебютировал первый минивэн марки Lexus

Подробнее: https://drom.ru/s/cfd",1
7110,114660265281161_2198532453560588,"2019-04-16 13:01:38","У пожарных машин с заполненной водой цистерной — высокий центр тяжести, поэтому перевернуть их очень просто. Вот, например, пожарный Урал лёг на бок от, в общем, не такого уж сильного удара.",1
7109,114660265281161_2199482346798932,"2019-04-17 04:00:57","Nissan Sylphy нового поколения удивил дизайном

Подробнее: https://drom.ru/s/paT",1
7108,114660265281161_2199532966793870,"2019-04-17 05:01:37","«АвтоВАЗ» предлагает всем желающим придумать имя для новых моделей

Все подробности по ссылке: https://drom.ru/s/jbC",1
7107,114660265281161_2199587313455102,"2019-04-17 06:02:45","Новый эксперимент на российских дорогах: платные перекрестки

Подробнее: https://drom.ru/s/dU2",1
7106,114660265281161_2199637966783370,"2019-04-17 07:02:25","Hyundai Creta второго поколения показали в Китае

Подробнее о новинке: https://drom.ru/s/s9l",1
7105,114660265281161_2199701363443697,"2019-04-17 08:02:09","ВИДЕО: слёт поклонников старых КрАЗов в Германии (!)

Смотреть: https://drom.ru/s/32A",1
7104,114660265281161_2199753193438514,"2019-04-17 09:01:53","#объявадня 
ГАЗ 24 Волга, 1978 год
1 500 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/WWn",1
7103,114660265281161_2200896089990891,"2019-04-18 02:48:40","«Живые» фото с Шанхайского автосалона – китайцы жгут!

Смотрите по ссылке: https://drom.ru/s/13M",1
7102,114660265281161_2200942379986262,"2019-04-18 03:40:08","«АвтоВАЗ» сертифицировал XRAY с мотором Renault и вариатором Jatco. Скоро продажи

Больше подробностей: https://drom.ru/s/aAC",1
7101,114660265281161_2201057589974741,"2019-04-18 05:39:49","Надо ли в России менять масло чаще, чем в других странах?

Отвечаем: https://drom.ru/s/BU4",1
7100,114660265281161_2201088703304963,"2019-04-18 06:17:08","В России стал доступен «эксклюзивный» Volkswagen Touareg

Подробнее: https://drom.ru/s/3ro",1
7099,114660265281161_2201150456632121,"2019-04-18 07:30:12","Существует ли в Японии рынок импортных автомобилей?

Рассказываем в новом видео: https://drom.ru/s/Ne2",1
7098,114660265281161_2201206346626532,"2019-04-18 08:31:49","Со сменой поколений Toyota Highlander перешёл на платформу TNGA

Подробнее: https://drom.ru/s/EA3",1
7097,114660265281161_2201275056619661,"2019-04-18 09:48:08","Дерипаска: «Группа ГАЗ» не выживет, если с неё не снимут санкции

Подробнее: https://drom.ru/s/1fL",1
7096,114660265281161_2201319613281872,"2019-04-18 10:30:24","#объявадня 
Mazda RX-8, 2005 год
700  000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/gBR",1
7095,114660265281161_2201523546594812,"2019-04-18 13:30:14","Мастер-класс по парковке  от неизвестного гуру из Китая.",1
7094,114660265281161_2202452066501960,"2019-04-19 03:36:31","Новый Mercedes-Benz GLS стал более крупным, обтекаемым и электрифицированным

Подробнее: https://drom.ru/s/gam",1
7093,114660265281161_2202527253161108,"2019-04-19 04:51:29","Subaru Outback нового поколения обзавелся турбомотором и экраном в стиле Tesla Model S

Подробнее: https://drom.ru/s/Y9B",1
7092,114660265281161_2202584163155417,"2019-04-19 05:54:49","ЭРА-ГЛОНАСС спасла семейную пару от дорожных бандитов

Подробнее: https://drom.ru/s/3oI",1
7091,114660265281161_2202646029815897,"2019-04-19 07:01:55","Кто «премиальнее»: Camry, «шестёрка» или Optima?

Читайте на сайте: https://drom.ru/s/gRl",1
7090,114660265281161_2202746989805801,"2019-04-19 08:54:29","ГИБДД впервые раскрыла данные об экологических классах автомобилей в стране

Смотрите на сайте: https://drom.ru/s/Tih",1
7089,114660265281161_2202929786454188,"2019-04-19 11:42:49","Toyota прокомментировала тихий показ таинственного купе с необычным дизайном

Подробнее: https://drom.ru/s/efW",1
7088,114660265281161_2202992963114537,"2019-04-19 12:40:09","Ретротест «Запорожца». Как он прошёл путь от ржавого гаража до гоночного трека

Читайте на сайте: https://drom.ru/s/TOI",1
7087,114660265281161_2203050203108813,"2019-04-19 13:30:34","В Медногорске Оренбургской области полным фиаско завершилась погоня гаишников на Гранте за некими нарушителями на ВАЗ-2101 — машина дорожной полиции провалилась в придорожную водосточную канаву. «Копейке» удалось объехать эту неожиданную яму, а полицейскому автомобилю — нет...",1
7086,114660265281161_2204371476310019,"2019-04-20 06:56:18","Телеканал Минобороны полностью раскрыл облик парадного кабриолета Aurus

Смотрите по ссылке: https://drom.ru/s/wuj",1
7085,114660265281161_2204435002970333,"2019-04-20 08:01:53","СМИ: разделение водителей на любителей и профессионалов произойдет не ранее 2020 года

Подробнее: https://drom.ru/s/4yK",1
7084,114660265281161_2204495106297656,"2019-04-20 09:02:37","КАМАЗ отказался от покупки погибающего производителя троллейбусов

Подробнее: https://drom.ru/s/vAe",1
7083,114660265281161_2204795979600902,"2019-04-20 13:01:12","Поразительное видео: взрослая собака спасает щенка от риска быть раздавленным автомобилем.",1
7082,114660265281161_2205975859482914,"2019-04-21 06:07:45","«АвтоВАЗ» признал, что двигатель Renault легче и точнее его собственного

Подробнее: https://drom.ru/s/cBG",1
7081,114660265281161_2206028346144332,"2019-04-21 07:01:58","Непривычно восхитительная. Первый тест полноприводной Mazda 3

Читайте на сайте: https://drom.ru/s/GnR",1
7080,114660265281161_2206086339471866,"2019-04-21 08:01:46","Путешествие на автодоме по Карелии в июле 2017 года

Читайте по ссылке: https://drom.ru/s/hi6",1
7079,114660265281161_2206281536119013,"2019-04-21 11:01:38","#объявадня 
Nissan Skyline, 2001 год
1 500 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Y5B",1
7078,114660265281161_2206354692778364,"2019-04-21 12:01:25","Гибридная Toyota Succeed. Кто, если не она?

Наш новый тест-драйв уже доступен: https://drom.ru/s/py6",1
7077,114660265281161_2206438676103299,"2019-04-21 13:01:21","В Нью-Джерси, США, непогода сорвала с опор провода, ремонтник на грузовике приехал чинить поломку, но получилось не очень...",1
7076,114660265281161_2207522162661617,"2019-04-22 06:02:23","Глазами «перекупов». Грустная правда о нас, покупателях

Читать: https://drom.ru/s/FYD",1
7075,114660265281161_2207577029322797,"2019-04-22 07:02:07","С 1 мая вступит в силу ГОСТ по уменьшенным дорожным знакам

Подробнее: https://drom.ru/s/Ja2",1
7074,114660265281161_2207648905982276,"2019-04-22 08:24:42","В России неожиданно рухнули продажи люксовых автомобилей

Подробнее: https://drom.ru/s/j4A",1
